id,Weekday of Fecha Referencia,Day of Fecha Referencia,Month of Fecha Referencia,Giros
1913,Sunday,4,February,3195
1914,Sunday,4,March,4021
1915,Sunday,4,May,2196
1916,Sunday,4,June,3110
1917,Sunday,4,August,5760
1918,Sunday,4,September,2411
1919,Sunday,4,October,6866
1920,Sunday,4,November,3466
1921,Sunday,4,December,2646
1922,Sunday,5,January,4764
1923,Sunday,5,February,2534
1924,Sunday,5,March,2765
1925,Sunday,5,April,2458
1926,Sunday,5,May,6248
1927,Sunday,5,June,2429
1928,Sunday,5,July,5906
1929,Sunday,5,August,2389
1930,Sunday,5,October,1832
1931,Sunday,5,November,3475
1932,Sunday,6,January,4456
1933,Sunday,6,March,2373
1934,Sunday,6,April,2046
1935,Sunday,6,May,3110
1936,Sunday,6,July,1883
1937,Sunday,6,August,2441
1938,Sunday,6,September,5792
1939,Sunday,6,October,5850
1940,Sunday,6,November,2405
1941,Sunday,6,December,6213
1942,Sunday,7,January,2678
1943,Sunday,7,February,2157
1944,Sunday,7,April,5427
1945,Sunday,7,May,2509
1946,Sunday,7,June,4826
1947,Sunday,7,July,5053
1948,Sunday,7,August,1723
1949,Sunday,7,September,1663
1950,Sunday,7,October,2796
1951,Sunday,7,December,1587
1952,Sunday,8,January,1676
1953,Sunday,8,February,1921
1954,Sunday,8,March,5333
1955,Sunday,8,April,2925
1956,Sunday,8,May,2227
1957,Sunday,8,June,1623
1958,Sunday,8,July,2672
1959,Sunday,8,September,4568
1960,Sunday,8,October,2766
1961,Sunday,8,November,5186
1962,Sunday,8,December,4705
1963,Sunday,9,February,4950
1964,Sunday,9,March,1987
1965,Sunday,9,April,2362
1966,Sunday,9,June,4809
1967,Sunday,9,July,2433
1968,Sunday,9,August,4929
1969,Sunday,9,September,2595
1970,Sunday,9,October,1994
1971,Sunday,9,November,1642
1972,Sunday,9,December,3010
1973,Sunday,10,January,4972
1974,Sunday,10,February,4649
1975,Sunday,10,March,5219
1976,Sunday,10,April,2086
1977,Sunday,10,May,4231
1978,Sunday,10,June,3173
1979,Sunday,10,July,1793
1980,Sunday,10,August,1584
1981,Sunday,10,September,2686
1982,Sunday,10,November,5086
1983,Sunday,10,December,2638
1984,Sunday,11,January,1663
1985,Sunday,11,February,2460
1986,Sunday,11,March,2828
1987,Sunday,11,May,1853
1988,Sunday,11,June,2366
1989,Sunday,11,August,3948
1990,Sunday,11,September,1557
1991,Sunday,11,October,4611
1992,Sunday,11,November,2907
1993,Sunday,11,December,2158
1994,Sunday,12,January,4593
1995,Sunday,12,February,1976
1996,Sunday,12,March,2093
1997,Sunday,12,April,2148
1998,Sunday,12,May,5073
1999,Sunday,12,June,1851
2000,Sunday,12,July,4603
2001,Sunday,12,August,2374
2002,Sunday,12,October,1515
2003,Sunday,12,November,2528
2004,Sunday,13,January,3990
2005,Sunday,13,March,1761
2006,Sunday,13,April,1620
2007,Sunday,13,May,2613
2008,Sunday,13,July,1343
2009,Sunday,13,August,2006
2010,Sunday,13,September,4705
2011,Sunday,13,October,5189
2012,Sunday,13,November,1817
2013,Sunday,13,December,5268
2014,Sunday,14,January,2363
2015,Sunday,14,February,1534
2016,Sunday,14,April,4113
2017,Sunday,14,May,2164
2018,Sunday,14,June,3908
2019,Sunday,14,July,4117
2020,Sunday,14,August,1176
2021,Sunday,14,September,1329
2022,Sunday,14,October,2449
2023,Sunday,14,December,1578
2024,Sunday,15,January,1646
2025,Sunday,15,February,1245
2026,Sunday,15,March,2378
2027,Sunday,15,April,2386
2028,Sunday,15,May,1418
2029,Sunday,15,June,1378
2030,Sunday,15,July,2191
2031,Sunday,15,September,4305
2032,Sunday,15,October,2226
2033,Sunday,15,November,4190
2034,Sunday,15,December,4802
2035,Sunday,16,February,4076
2036,Sunday,16,March,1496
2037,Sunday,16,April,1249
2038,Sunday,16,June,4216
2039,Sunday,16,July,1954
2040,Sunday,16,August,3839
2041,Sunday,16,September,2510
2042,Sunday,16,October,1615
2043,Sunday,16,November,1279
2044,Sunday,16,December,4578
2045,Sunday,17,January,4349
2046,Sunday,17,February,3396
2047,Sunday,17,March,3684
2048,Sunday,17,April,1454
2049,Sunday,17,May,3357
2050,Sunday,17,June,1934
2051,Sunday,17,July,1567
2052,Sunday,17,August,1077
2053,Sunday,17,September,2024
2054,Sunday,17,November,3798
2055,Sunday,17,December,2673
2056,Sunday,18,January,1221
2057,Sunday,18,February,2108
2058,Sunday,18,March,2207
2059,Sunday,18,May,1223
2060,Sunday,18,June,1957
2061,Sunday,18,August,3079
2062,Sunday,18,September,1425
2063,Sunday,18,October,4046
2064,Sunday,18,November,2325
2065,Sunday,18,December,1803
2066,Sunday,19,January,3651
2067,Sunday,19,February,1442
2068,Sunday,19,March,1718
2069,Sunday,19,April,1940
2070,Sunday,19,May,3554
2071,Sunday,19,June,1420
2072,Sunday,19,July,3885
2073,Sunday,19,August,1488
2074,Sunday,19,October,1166
2075,Sunday,19,November,1933
2076,Sunday,20,January,3187
2077,Sunday,20,March,1419
2078,Sunday,20,April,784
2079,Sunday,20,May,2017
2080,Sunday,20,July,1085
2081,Sunday,20,August,1695
2082,Sunday,20,September,4272
2083,Sunday,20,October,3709
2084,Sunday,20,November,1321
2085,Sunday,20,December,6325
2086,Sunday,21,January,1954
2087,Sunday,21,February,1247
2088,Sunday,21,April,2930
2089,Sunday,21,May,1733
2090,Sunday,21,June,3360
2091,Sunday,21,July,3263
2092,Sunday,21,August,1120
2093,Sunday,21,September,1014
2094,Sunday,21,October,2192
2095,Sunday,21,December,1958
2096,Sunday,22,January,1291
2097,Sunday,22,February,1040
2098,Sunday,22,March,1410
2099,Sunday,22,April,1638
2100,Sunday,22,May,1235
2101,Sunday,22,June,1066
2102,Sunday,22,July,1884
2103,Sunday,22,September,3550
2104,Sunday,22,October,1788
2105,Sunday,22,November,3431
2106,Sunday,22,December,5879
2107,Sunday,23,February,2959
2108,Sunday,23,March,979
2109,Sunday,23,April,1555
2110,Sunday,23,June,3072
2111,Sunday,23,July,1573
2112,Sunday,23,August,3282
2113,Sunday,23,September,2100
2114,Sunday,23,October,1142
2115,Sunday,23,November,1045
2116,Sunday,23,December,5638
2117,Sunday,24,January,3843
2118,Sunday,24,February,2710
2119,Sunday,24,March,3237
2120,Sunday,24,April,1276
2121,Sunday,24,May,2700
2122,Sunday,24,June,1737
2123,Sunday,24,July,1182
2124,Sunday,24,August,913
2125,Sunday,24,September,1686
2126,Sunday,24,November,3226
2127,Sunday,24,December,1933
2128,Sunday,25,January,1100
2129,Sunday,25,February,1831
2130,Sunday,25,March,2139
2131,Sunday,25,May,1160
2132,Sunday,25,June,1581
2133,Sunday,25,August,2596
2134,Sunday,25,September,1267
2135,Sunday,25,October,3509
2136,Sunday,25,November,2030
2137,Sunday,25,December,707
2138,Sunday,26,January,3263
2139,Sunday,26,February,1454
2140,Sunday,26,March,1457
2141,Sunday,26,April,1963
2142,Sunday,26,May,3500
2143,Sunday,26,June,1254
2144,Sunday,26,July,4004
2145,Sunday,26,August,1571
2146,Sunday,26,October,1076
2147,Sunday,26,November,1913
2148,Sunday,27,January,2946
2149,Sunday,27,March,959
2150,Sunday,27,April,1155
2151,Sunday,27,May,1924
2152,Sunday,27,July,1098
2153,Sunday,27,August,1829
2154,Sunday,27,September,3382
2155,Sunday,27,October,3641
2156,Sunday,27,November,1304
2157,Sunday,27,December,3693
2158,Sunday,28,January,2124
2159,Sunday,28,February,1727
2160,Sunday,28,April,3251
2161,Sunday,28,May,2082
2162,Sunday,28,June,3721
2163,Sunday,28,July,3646
2164,Sunday,28,August,1143
2165,Sunday,28,September,1331
2166,Sunday,28,October,1889
2167,Sunday,28,December,1330
2168,Sunday,29,January,1588
2169,Sunday,29,March,2008
2170,Sunday,29,April,2003
2171,Sunday,29,May,1519
2172,Sunday,29,June,1474
2173,Sunday,29,July,2396
2174,Sunday,29,September,4420
2175,Sunday,29,October,2178
2176,Sunday,29,November,4487
2177,Sunday,29,December,4578
2178,Sunday,30,March,1603
2179,Sunday,30,April,2195
2180,Sunday,30,June,5596
2181,Sunday,30,July,2242
2182,Sunday,30,August,4962
2183,Sunday,30,September,3524
2184,Sunday,30,October,2395
2185,Sunday,30,November,2008
2186,Sunday,30,December,5238
2187,Sunday,31,January,2503
2188,Sunday,31,March,4858
2189,Sunday,31,May,5524
2190,Sunday,31,July,2172
2191,Sunday,31,August,1868
2192,Sunday,31,December,2129
